,hasil
2346, logikanya begini belum jadi ibukota aja hutan kalimantan banyak berubah fungsi jadi kebun kebunan gimana setelah ibu kota pindah ke kalimantan faktor kepentingan itu pasti ada kadang pemerintah tidak bisa mengendalikan kepentingan itu naahh itu yang bahaya 
2347, pindah ibu kota ke papua lebih baik supaya bisa mengurus opm
2348,ibu kota pindah ke kalimantan simak fasilitas yang akan disediakan 
2349,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2350,beginilah faktanya siapa yg harus di percaya presiden joko widodo membantah menteri agraria dan tata ruang sofyan djalil yang menyebut ibu kota akan pindah ke kalimantan timur bantah menteri atr jokowi sebut lokasi ibu kota baru masih tunggu kajian 
2351, iyya semua tidak boleh melanggar harus taat pada aturan hukum yang berlaku kalo memang ketentuan jakarta ibu kota itulah dasar hukum yg ada selama ini di samping itu butuh dana dan biaya besar utk pindah
2352,asap makin mengepul rangorang sibuk aja ngomongin pindah ibu kota kan bedebah 
2353,tidak kaget melihat bunda ngomel ngomel gara gara ibu kota mau pindah kaltim karena emang pengen pulang ke sana nanti 
2354,ibu kota pindah kaltim aman kalsel tetap tagih hutan adat 
2355,medsos saat ini isu agama isu suku ras indonesia pindah ibu kota cewe nangis liat konser lord didi
2356,ibu kota pindah udah ketuk palu ibu kita kapan mau ketemu 
2357,wacana provinsi bogor raya tak direstui gubernur bima arya ibu kota saja bisa diwacanakan pindah lewat 
2358,dalam sejarah nkri kita pernah tiga kali pindah ibu kota pertama tahun pindah dari jakarta ke yogyakarta kedua akhir tahun pindah dari yogya ke bukit tinggi pdri kemudian pasca pengakuan kedaulatan kembali ke jakarta lagi ini sesuatu yang biasa saja 
2359, ibu kota negeri tercinta telah diputuskan akan pindah ke kalimantan timur di sana terdapat banyak destinasi wisata yang menarik lho 
2360,kalau ibu kota pindah berarti jakarta dah gak bakal disebut dki dong yah
2361, cieee orang kalimantan seneng ibu kota pindah orang jawa malah sebaliknya
2362, anda ketakutan sekali sepertinya kalau ibu kota indonesia pindah di saat pemerintahannya jokowi pasti anda malu ya krn prestasi anda gak ada sementara jokowi membuat prestasi besar yg dulunya hanya wacana bagi presiden sebelumnya terealisasi tanpa banyak ngomong 
2363,yes sesuai prediksi q kalimantan timur is the new capital city of indonesia 
2364,lucunya tu ketika ibu kota pengen pindah ke kalimantan yg pling ribet adalah org jawa pdhal org kalimantan aja yg pro atau kontra nanggepinny santai kok baik pro ataupun kontra bicrny sesuai data ya trserah mo bacot apa aj yg ptg bisa dpertanggungjawabkan 
2365,mulai berpikir mungkin lebih baik ibu kota pindah bali jakarta is full of toxic people and toxic mindset i think 
2366,ibu kota pindah ke kaltim presiden jokowi masih tunggu kajian 
2367, jokowi pastikan ibu kota baru ri pindah ke kaltim tribunnews 
2368,daripada ribut soal pindah ibu kota gimana kalo istana dipindahkan ke balai kota 
2369,soal anggaran pindah ibu kota kemenkeu tunggu bappenas via 
2370, urusan pindah ibu kota uda jelas papua biar caleg gagal dr gerindra yg urus sekalian yg pake sragam fpi sama pp abang ga usah ikut mikir nanti stroke 
2371, nyari yang kaga ada orang pks nya di daerah untuk ibu kota nanti dan kalo pada mau ikutan pindah nanti pindahin lagi 
2372,ibu kota pindah ke kaltim anies pastikan bi tetap di jakarta 
2373, ibu kota pindah ke kalimantan kenapa gak ke beijing 
2374,bakal pindah ke kaltim begini ibu kota baru akan dibangun 
2375,yak hutan tropis kalimantan timur akan berkurang kembali setelah proyek tambang yg tak mempedulikan lingkungan skrg ibu kota negara ku yg tercinta akan pindah kesana 
2376,tok ibu kota negara akan pindah ke kalimantan timur 
2377,jangan takut untuk pindah ke ibu kota baru pns akan dapat rumah 
2378,jangan takut untuk pindah ke ibu kota baru pns akan dapat rumah 
2379,wauwwww tidak pernah ada kajian dan dokumen ke dpr ttg pindah ibu kota ke kalimantan selama thun ke belakang mungkin ada bisikan pa tanpa di kaji bisa jdi ko kan duit ngutang ini ya 
2380, pin emas ini spt pgadaan rutin tmasuk menteri kabinet kerja jkw jg dpt pin emas yg anggarannya jauh lebih bsr artinya tdk menyalahi dari segi aturan dan perundang an marilah kita bdebat dlm hal yg sifatnya skala besar n urgent spt pindah ibu kota t htang pmerintah t
2381,kalo kita jujur apa yg dikatakan sherly annavita benar adanya pak jokowi pernah berujar banjir dan macet jakarta bisa diatasi jika jadi presiden nyatanya banjir dan macet tetap terjadi kalo banjir dan macet jadi alasan pindah ibu kota bumerang jujurlah 
2382, saya juga terheran knp juga harus pindah bukannya perekonomian negeri ini lg lesu hutang numpuk ibu kota pindah bukan hal yg gmpg dan membutuhkan dana yg besar opo ora mikir rakyat masih banyak yg nganggur dan masih banyak hal yg harus dikerjakan dgn benar 
2383,kaltim ibu kota baru republik indonesia menteri agraria dan tata ruang kepala bpn sofyan a djalil telah memastikan ibu kota baru bakal pindah ke kalimantan timur 
2384,fix yah ibu kota pindah ke kalimantan timur sbg negara modern mau dibikin ibu kota pusat pemerintahan di kaltim pusat bisnis d jakarta tetep yey persis nya d kutai kertanegara kaltim kota yg kaya pendapatannya lbh dr jkt apalagi pertambangan minyaknya oke bingit dah 
2385, sy rasa orang yg berwacana pindah ibu kota semuax goblok otakx duit mereka berharap bahwa bisa bagi proyek utk meraup ke untungan
2386, pikirlah pk ibu kota tak dipindah se lama nya kayak apa dki pk sdh tepat kini saatnya ibu kota pindah masalah biaya bisa kerjasama dgn swasta lihat swasta sdh byk bikin kota 
2387, memhujat nyata nya dia perlu dihujat ktanya bisa selesaikan ke ruwetan ibu kota jakart klo jadi presiden eh taunya malah mau pindah ibukota wjar lah dihujat janji busuk
2388, setelah ibu kota negara pindah dari jakarta jakarta gabung ke propinsi banten saja 
2389,iya semua bisa berubah tapi dari sinyal sinyal yang ada dan akan merapat ke pemerintahan hanya yang menyatakan oposisi soal pindah ibu kota kalau gak salah sudah menyatakan tidak keberatan dengan pemindahan ibu kota 
2390,sofyan djalil pastikan ibu kota negara pindah ke provinsi kalimantan timur 
2391, ya jumlah segitu banyak lbh baik di gunakan utk bayar hutang goblok nanti proyek pindah ibu kota kalian korupsi lagi jgn itu rencana bejat kalian utk meraup semua keuntungan dari jerih payah rakyat se enak jidat lu aje bilang hanya triliun emang itu uang bpk lu apa 
2392, maksa banget pingin pindah ibu kota ngga ngukur keuangan negara 
2393,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2394,semua orang buka usaha di jakarta kok ibu kota mau pindah 
2395,kenapa di akun nya gak diinfoin ya coba gw nanya juga deh ke yg paling tau soal alesan pindah ibu kota buktinya kemarin selasa malem ngoceh di 
2396,ibu kota pindah ke kaltim jokowi masih tunggu kajian 
2397, ibu kota pindah ke kalimantan karena bebas dari bencana alam 
2398,kalo bisa pemerataan ekonomi di daerah selain jakarta pastinya papua dsb ga akan minta merdeka pak dosen buktinya pemerintah blm berhasil sampe sekarang jadi yaudah siap aja anggaran dana besar 
2399,presiden joko widodo jokowi menegaskan pemilihan provinsi kalimatan timur kaltim sebagai calon ibu kota negara masih menunggu beberapa kajian lagi 
2400,pemerintah siapkan rumah vertikal untuk pns yang pindah ke ibu kota baru 
2401,kementerian keuangan kemenkeu masih menunggu lampu hijau dari bappenas terkait kebutuhan anggaran pemindahan ibu kota 
2402, tak perlu latah pindah ibu kota karna jakarta adalah sejarah ndonesia 
2403,politisi gerindra kaget ibu kota pindah ke kalimantan timur 
2404,ibu kota kan udah fix di pindah ke kaltim trus kamu nya kapan dipindah ke hati aku gak bosen apa di hati dia mulu 
2405,ibu kota pindah siap siap pindah kantor juga 
2406,katanya salah satu alasan pindah ibu kota ke kalimantan karena disana aman dari bencana gempa dibayar kontan nih omongan nya heuheu 
2407,serius kah calon ibu kota baru pindah ke kalimantan timur 
2408,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2409,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2410,ibu kota pindah ke kaltim ini reaksi gubernur jakarta warta ekonomi 
2411, sakit jakarta yang bikin ibu kota harus pindah 
2412,soal anggaran pindah ibu kota kemenkeu tunggu bappenas 
2413,urusin dulu lah perekonomian bangsa ini mlh mikirin ibu kota mau pindah 
2414,sebodo amat lah ibu kota mau pindah kemana juga yang penting ibunya anak tetep kamu 
2415,ibu kota ri pindah ke kaltim jokowi masih tunggu kajian 
2416,sofyan djalil pastikan ibu kota pindah ke kaltim 
2417,ibu kota ri pindah ke kaltim jokowi masih tunggu kajian 
2418, pindah ibu kota itulah salah satu solusi yg di tawarkan untuk mengatasi macet dan banjir
2419,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2420,apakah ada ke untungungan buat negara sendiri kalo ibu kota pindah ke jauh sana 
2421,ibu kota pindah berikut kota dan suami tercinta hal ini mendadak karena kota sudah bosan 
2422,pindah ke kalimantan timur begini ibu kota baru akan dibangun 
2423,ibu kota pindah apa itu solusi apa itu akan memperbaiki sdm dan sda sedangkan kaltim itu masih asri pembangunan yakin kalau pembangunan itu tidak akan merusak alam sekitar berapa hektar tanah alam yg rindang akan hilang ini aku yang gangerti apa gimana 
2424,dr pada pindah ibu kota lbh baik dananya buat memperbaiki akses kesehatan dan pendidikan saja pa 
2425, sok sok an mau pindah ibu kota urusan papua saja belum beres wkwk haduh 
2426, my id ibu kota ri pindah ke kaltim jokowi masih tunggu kajian 
2427,sisi positip ibu kota pindah adalah banyak proyek yg akan melibatkan sarjana teknik untuk perencanaan dan pembangunan tata wilayah kota trutama m pengen tau skala perencanaannya deh siapa tau masi bisa nyentuh proyeknya amin amin aminnn 
2428,jadi nggak sabar pengen cepet cepet lihat ibu kota indonesia pindah ke kalimantan apakah aq sudah menikah di 
2429, ibu kota ri pindah ke samboja 
2430,buruan pindah 
2431,mungkin memang sudah saatnya ibu kota pindah ke kaltim jakarta 
2432, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2433, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2434,pengumuman pemindahan ibu kota akan diumumkan presiden jokowi dalam waktu dekat 
2435, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2436, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2437, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2438,ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2439, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2440, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2441, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2442, ibu kota ri pindah ke kaltim jokowi masih tunggu kajian presiden joko widodo 
2443,kalo ibu kota jadi pindah ke kalimantan yordancdr fix jadi artis ibu kota
2444,sofyan djalil sebut ibu kota baru pindah ke kalimantan timur 
2445, kemajuan mesti jadi ibu kota dulu yaa yaaa seandainya ibu kota bisa jadi kereeen no banjir polusi yg minim oke lah pindah takutnya sie ibu kota baru bakalan kayak ibu kota skrg oh iya ini posisi udara di bpp kmrn yaa mayan dekat lah dgn yg rencana ibu kota baru 
2446,presiden joko widodo jokowi menegaskan pemilihan provinsi kalimatan timur kaltim sebagai calon ibu kota negara masih menunggu beberapa kajian lagi 
2447,ibu kota akan pindah ke kaltim fadli zon perbaiki dulu kemiskinan 
2448,anies baswedan tak khawatir ibu kota dipindah ke kalimantan 
2449,bagaimana pendapat menurutmu tentang ibu kota negara indonesia yang akan pindah sebentar lagi mudah mudahan aja nih pemindahan ibu kota indonesia berjalan lancar dan sesuai harapan ya semoga 
2450,setelah sukses membantai argumen jokowi pindah ibu kota negara di ilc sosok dara melinial kelahiran aceh tahun sherly annavita spt mendapat panggung nah inilah pandangannya andai msk pemerintahan bagaimana pendapat lu sendiri gaes kl gerindra nyebong 
2451, presiden joko widodo jokowi menegaskan pemilihan provinsi kalimatan timur kaltim sebagai calon ibu kota negara masih menunggu beberapa kajian lagi 
2452, sy kok tdk percaya omongan pindah ibu kota
2453, fakta ibu kota negara pindah ke kalimantan timur lahan hektar dipersiapkan 
2454,ibu kota pindah ke kaltim anies perekonomian jakarta jalan terus 
2455,reposted from rockygerungreport alasan pindah ibu kota gak jelas juga __________________________________________________ 
2456,presiden joko widodo membantah menteri agraria dan tata ruang sofyan djalil yang menyebut ibu kota akan pindah ke kalimantan timur 
2457, masih belum yakin saya pindah ibu kota 
2458,horeeee ibu kota pindah kesini ada dari kalian yang rumahnya disini 
2459,sofyan djalil pastikan ibu kota pindah ke kaltim 
2460,ibu kota indonesia akan dipindah ke kalimantan timur 
2461, ibu kota pindah ke kaltim mendagri belum ada pembahasan detail 
2462,cek ibu kota pindah ke kaltim mendagri belum ada pembahasan detail menteri dalam n 
2463, haduuuh pusing saya lihat berita pindah ibu kota ibu kandung ajah lom jelas kok malah pindah ibu kota 
2464, ya pokoknya di tempat yang belum ada kegiatan maksudnya tanah kosong jadi lokasinya ibu kota baru bukan di samarinda atau balikpapan itu kota yang sudah berjalan ya kata bambang via 
2465,sebelumnya menteri agraria dan tata ruang atr kepala badan pertanahan nasional bpn sofyan djalil mengatakan bahwa ibu kota akan pindah ke kalimantan timur 
2466,sandiaga kesejahteraan masyarakat lebih penting dibanding pindah ibu kota okezone nasional 
2467,sofyan djalil pastikan ibu kota pindah ke kalimantan timur 
2468,sofyan djalil pastikan ibu kota pindah ke kaltim 
2469,sofyan djalil pastikan ibu kota pindah ke kaltim 
2470,kecewa dech kalo ibu kota harus pindah ke kaltim sayang hutan kami akan di pangkas 
2471, ya pokoknya di tempat yang belum ada kegiatan maksudnya tanah kosong jadi lokasinya ibu kota baru bukan di samarinda atau balikpapan itu kota yang sudah berjalan ya kata bambang 
2472,saat ibu kota pindah ucapkan selamat tinggal pada hijaunya kalimantan sejuknya borneo dan lucunya bekantan sao paulo di selimuti kegelapan saat amazon luluh lantah ini pelajaran berharga bagi kita untuk tetap menjaga alam kita janganki asal bakar 
2473, sofyan djalil pastikan ibu kota pindah ke kaltim 
2474,wets kaltim jadi ibu kota baru gaiz mari kita pindah ke samarinda
2475,ibu kota pindah kekalimanta maka habislh hutan di negri ini
2476,pindah ibu kota ke kaltim apakah dah ada kajian mendalam 
2477, ketukpalu tok ibu kota ri pindah ke kaltim loe gue end ikam ulun ampihan 
2478,selamat datang ibukota negara di kalimantan timur sudah terbaca sejak enam minggu lalu btp pun sekitar sebulan lalu sudah dikondisikan dengan menobatkan 
2479,aku warga kal tim nih kenapa si ibu kota pindah pas di era dimana aku suka banyak mikir kan jadi tambah lagi yg di pikirin coba bayangin kenapa gak waktu aku bayi atau pas aku tua nanti 
2480,pindah ke kalimantan timur ini keunggulan lokasi calon ibu kota baru versi pemerintah 
2481,ibu kota pindah ke kalimantan kenapa gak ke beijing 
2482,kalo ibu kota udah pindah ke kaltim apakah konser kpop nantinya pada ke kaltim juga 
2483,cek ibu kota pindah ke kaltim kemensos segera kaji aspek ini pemerintah menetapkan 
2484,cek ibu kota pindah ke kaltim kemensos segera kaji aspek ini pemerintah menetapkan 
2485,cek yuk ibu kota pindah ke kaltim kemensos segera kaji aspek ini pemerintah menetapkan 
2486, ibu kota pindah ke kaltim kemensos segera kaji aspek ini pemerintah menetapkan 
2487,kalau ibu kota jadi pindah otomatis nanti demonstrasi juga pindah 
2488,ibu kota fix pindah di kalimantan timur ya tapi concert gigs dsb pasti tetep di jakarta hhhh knp mikir yg begini coba heuheu yamaap 
2489,ibu kota baru dipastikan pindah ke kalimantan timur sindikasi 
2490, ibu kota pindah siapa takut yuk dukung jokowi unk memajukan indonesia tanpa sekat barat dan timur utara maupun selatan daerah minim bencana benar ada di kalimantan kajian sdh berpuluh tahun dan soekarno telah memberi angin segar unk semua penelitian saatnya kita maju 
2491,gaes ibu kota resmi pindah kita gak pindah juga 
2492, tapi sampe loh menteri yg keceplosan barusan brodjonegoro ini juga 
2493,catat guy s ibu kota pindah ke kaltim perbaiki dulu persoalan kemiskinan 
